id,parent_id,tipo,sku,nombre,old_stock,new_stock,new_status,motivo
11256,0,simple,850030689603,COLAGENO UNFLAVORED REVIVE,0,0,outofstock,actualizacion_inventario
11261,0,simple,850030689313,GLUTAMINE REVIVE,0,0,outofstock,actualizacion_inventario
11262,0,simple,746477745371,YOHIMBINE HCL REVIVE,0,0,outofstock,actualizacion_inventario
11794,0,simple,631656703290,NITRO TECH-WHEY VAINILLA PROTEIN VAINILLA 4 LBS MUSCLETECH,0,0,outofstock,actualizacion_inventario
11798,0,simple,713101731994,PROLIVE BIO5 DE MANGO 6 LB IMPULSE,0,0,outofstock,actualizacion_inventario
11801,0,simple,703556204839,PROLIVE BIO5 CHOCO MINT DE 5LB IMPULSE,0,0,outofstock,actualizacion_inventario
11803,0,simple,713101732076,PROTEINA VEGANA DE 4 LBS PANCAKE IMPULSE,11,11,instock,actualizacion_inventario
11804,0,simple,850049150460,RAW-WHEY-BLEND-PROTEIN-CHOCOLATE-FL - 5LB,0,0,outofstock,actualizacion_inventario
11805,0,simple,850049150286,CBUM-ITHOLATE-PROTEIN-FROSTED FRENCHIE COOKIES - 2LB (ISOLATADA),0,0,outofstock,actualizacion_inventario
11806,0,simple,850039445491,CBUM-ITHOLATE-MINT CHIP ICE CREAM-PB - 2LB (ISOLATADA),0,0,outofstock,actualizacion_inventario
11807,0,simple,850057175615,CBUM-ITHOLATE-PROTEIN-MILK AND COOKIES- 2LB (ISOLATADA),0,0,outofstock,actualizacion_inventario
11810,0,simple,850026029062,PROTEINA 100% WHEY VANILLA 5LB NUTREX,0,0,outofstock,actualizacion_inventario
11812,0,simple,850026029086,PROTEINA 100% WHEY CHOCOLATE 5LB NUTREX,0,0,outofstock,actualizacion_inventario
11827,0,simple,829263895006,E-CINERATOR EXTREME FAT LOSS MUSCLEOLOGY,1,1,outofstock,actualizacion_inventario
11828,0,simple,829263600013,DPX CUTS ADVANCED DIURETIC MUSCLEOLOGY,1,1,outofstock,actualizacion_inventario
11829,0,simple,631656610444,CREATINA MUSCLETECH CELL TECH CREACTOR 50 CAPSULA SERVINGS UNFLAVORED,0,0,outofstock,actualizacion_inventario
11830,0,simple,748927023848,CREATINA ON POWDER MICRONISADA,410,391,instock,actualizacion_inventario
11831,0,simple,666222007984,ACTIVE TIME RELEASED SPORT (MHP),11,11,instock,actualizacion_inventario
11832,0,simple,842595106077,C4 ORIGINAL ICE BLUE RAZZ 30 SERV (PRE-WORK) CELLUCOR,0,0,outofstock,actualizacion_inventario
11833,0,simple,842595114980,C4 RIPPED RASPBERRY LEMONADE 30 SERV (PRE-WORK) CELLUCOR,0,0,outofstock,actualizacion_inventario
11834,0,simple,040232182907,PSYCHOTIC RED (PRE-WORK),0,0,outofstock,actualizacion_inventario
11841,0,simple,748927068238,AMINO ENERGY STRAWBERRY BURST + ELECTROLITOS 270 G,46,45,instock,actualizacion_inventario
11842,0,simple,748927060522,AMINO ENERGY WATERMELON SPLASH 270 G + ELECTROLITOS,43,42,instock,actualizacion_inventario
11843,0,simple,850039445972,THAVAGE - PEACH-BUM,0,0,outofstock,actualizacion_inventario
11844,0,simple,850049150842,ESSENTIAL - CITRUS - GRAPE - FRUIT,0,0,outofstock,actualizacion_inventario
11845,0,simple,850049150675,RAW ESSENTIALS CREATINE MONOHYDRATE 100 SERV.,0,0,outofstock,actualizacion_inventario
11846,0,simple,860007357589,RAW-EAA-KIWI BLUEBERRY 25 SERVING,1,1,outofstock,actualizacion_inventario
11847,0,simple,850039445354,RAW-EAA-STRAWBERRY LEMONADE 25 SERVING,0,0,outofstock,actualizacion_inventario
11848,0,simple,860007357527,RAW-EAA-WATERMELON (AMINOACIDOS ESSENCIALES),0,0,outofstock,actualizacion_inventario
11849,0,simple,810390025824,CREATINA 72SERV. CELLUCOR,1,0,outofstock,actualizacion_inventario
11850,0,simple,850057175349,RAW ESSENTIALS CREATINE MONOHYDRATE 50 SERV.,0,0,outofstock,actualizacion_inventario
11853,0,simple,817189029032,CREATINA MICRONIZADA MONOHIDRATADA 60SERV. EVOGEN,99,98,instock,actualizacion_inventario
11854,0,simple,817189024242,COLAGENO + ELECTROLITOS SIN SABOR 30 SERV. EVOGEN,0,0,outofstock,actualizacion_inventario
11857,0,simple,817189027786,LIPOCIDE WATERMELON TERMOGENICO EVOGEN,0,1,outofstock,actualizacion_inventario
11858,0,simple,810121055113,VITAMIN D3 EVOGEN,43,40,instock,actualizacion_inventario
11859,0,simple,817189024389,L-CARNITINA EN POLVO RASPBERRY LEMONADE EVOGEN,0,0,outofstock,actualizacion_inventario
11860,0,simple,810121056493,L- CITRULINA EVOGEN,0,0,outofstock,actualizacion_inventario
11861,0,simple,810121056486,BETA-ALANINE EVOGEN,25,20,instock,actualizacion_inventario
11862,0,simple,850049150613,BETA ALANINE 60 SERVING RAW,3,11,instock,actualizacion_inventario
11863,0,simple,7503018110318,PREMIUM L-CARNITINA FORZAGEN,0,0,outofstock,actualizacion_inventario
