id,parent_id,tipo,sku,nombre,old_stock,new_stock,new_status,motivo
19085,19081,variation,748927060607,AMINO ENERGY RTD SPARLING AE JUCY STRAWERRY OPTIMUN NUTRICION,181,204,instock,inventario
19084,19081,variation,748927062731,AMINO ENERGY RTD SPARLING AE JUCY CHERRY OPTIMUN NUTRICION,488,491,instock,inventario
19083,19081,variation,748927060621,AMINO ENERGY RTD SPANLING AE GRAPE OPTIMUN NUTRICION,335,335,instock,inventario
19074,19071,variation,748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,491,495,instock,inventario
19073,19071,variation,748927069815,PROTEIN SHAKE STRAWBERRY 325ML OPTIMUN NUTRICION,100,100,instock,inventario
19072,19071,variation,748927066593,PROTEIN SHAKE CHOCOLATE 325 ML OPTIMUN NUTRICION,113,115,instock,inventario
19064,19061,variation,650076635257,VMS-PROTEIN ISOLATE-HIDROLIZED BIO-ACTIVE DE FRESA 5LB,122,122,instock,inventario
19063,19061,variation,650076635264,VMS-PROTEIN ISOLATE- HIDROLIZED BIO-ACTIVE- CHOCOLATE5 LBS,69,69,instock,inventario
19062,19061,variation,65007665240,VMS-PROTEIN ISOLATE -HIDROLIZED BIO-ACTIVE VAINILLA 5 LBS,36,36,instock,inventario
19057,19055,variation,860008634467,PROTEIN COOKIE PEANUT BUTTER,75,75,instock,inventario
19056,19055,variation,860008634443,PROTEIN COOKIE CHOCOLATE CHIP,43,43,instock,inventario
19047,19043,variation,850016779359,BROWNIE +COLLAGEN BIRTHDAY CAKE BLONDIE,112,112,instock,inventario
19046,19043,variation,860008412199,BROWNIE LEMON ZEST,88,88,instock,inventario
19045,19043,variation,850016779366,BROWNIE + COLLAGEN RED VELVET,80,80,instock,inventario
19044,19043,variation,850016779373,BROWNIE CHOCOLATE FUDGE,275,276,instock,inventario
19002,19000,variation,860007448928,RAW-SLEEP-MIXED BERRY (SOPORTE PARA UN MEJOR SUEÑO REPARADOR),19,19,instock,inventario
19001,19000,variation,860007448911,RAW-SLEEP-STRAWBERRY-KIWI (SOPORTE PARA UN MEJOR SUEÑO REPARADOR),15,15,instock,inventario
19034,19029,variation,850049150392,CBUM ITOLATE PROTEIN 2 LBS STRAWERRY BUN CAKE,4,4,outofstock,inventario
19033,19029,variation,860007286919,PROTEINA ISOLATADA DE 2 LBS CINNAMON CRUNCH CEREAL,6,6,outofstock,inventario
